expense_id,employee,department,expense_date,amount_usd,currency,category,merchant,invoice_no,invoice_city,trip_to_city,approver,paid_amount_usd
E2RYA2IG6,Peter,Marketing,2024-07-13,129.02,USD,Office,Tech Supplies,INV-523592,Miami,New York,Mgr_Duke,129.02
E9FFJX713,Xavier,R&D,2024-07-13,147.98,USD,Hotel,Tech Supplies,INV-959658,San Francisco,San Francisco,Mgr_Ben,147.98
EOFKFXZA8,Yvonne,Finance,2024-07-13,52.43,USD,Office,Sky Airlines,INV-993129,Atlanta,Houston,Mgr_Erin,52.43
ETGK465H8,Hazel,R&D,2024-07-13,45.38,USD,Transport,City Taxi,INV-338318,Seattle,Houston,Mgr_Carl,45.38
ELKUL9CT9,Faith,Sales,2024-07-13,24.16,USD,Meal,City Taxi,INV-163196,Houston,Houston,Mgr_Carl,0.0
ES21ITS0W,Sam,Sales,2024-07-14,32.94,USD,Meal,Green Hotel,INV-675998,Los Angeles,Los Angeles,Mgr_Duke,32.94
EXXEEOCR5,Mason,Sales,2024-07-14,19.78,USD,Transport,City Taxi,INV-808806,Los Angeles,Seattle,Mgr_Amy,19.78
EO1ZNO9B1,Kirk,R&D,2024-07-14,116.66,USD,Office,Metro Coffee,INV-932036,Chicago,Chicago,Mgr_Amy,116.66
EN4DSB904,Tyler,Sales,2024-07-14,459.95,USD,Air,Happy Noodles,INV-952759,Seattle,Houston,Mgr_Duke,459.95
E1AFYTUE8,Kirk,Marketing,2024-07-14,188.08,USD,Client Gift,Tech Supplies,INV-109227,Miami,Miami,Mgr_Duke,188.08
EL198CN70,Vince,Finance,2024-07-14,56.95,USD,Office,City Taxi,INV-258927,Miami,Miami,Mgr_Amy,56.95
EG19HGFY8,Jade,Sales,2024-07-14,357.54,USD,Office,City Taxi,INV-490582,Miami,Miami,Mgr_Duke,357.54
EBN5Q2JLJ,Hazel,Marketing,2024-07-14,164.18,USD,Hotel,Metro Coffee,INV-402987,Atlanta,Atlanta,Mgr_Ben,164.18
E9119V8NS,Hazel,HR,2024-07-14,184.41,USD,Hotel,Happy Noodles,INV-588952,New York,New York,Mgr_Erin,184.41
EZULDP3JQ,Gavin,R&D,2024-07-15,275.82,USD,Hotel,Green Hotel,INV-632280,Los Angeles,Los Angeles,Mgr_Carl,275.82
ELHS877AK,Nina,R&D,2024-07-15,332.79,USD,Hotel,Green Hotel,INV-455479,San Francisco,San Francisco,Mgr_Carl,332.79
E13PC2MCQ,Jade,Sales,2024-07-15,180.35,USD,Client Gift,Sky Airlines,INV-663814,Chicago,Chicago,Mgr_Carl,180.35
E340FEBSL,Sophie,Finance,2024-07-15,230.03,USD,Hotel,City Taxi,INV-244442,Chicago,Chicago,Mgr_Duke,230.03
E3OIYHGEQ,Will,R&D,2024-07-15,33.12,USD,Transport,Metro Coffee,INV-962654,San Francisco,San Francisco,Mgr_Erin,33.12
EQ3RLQOBN,Nora,Sales,2024-07-15,56.64,USD,Meal,Metro Coffee,INV-291589,Los Angeles,Los Angeles,Mgr_Carl,56.64
EVRE842ZM,Jade,Marketing,2024-07-15,170.12,USD,Hotel,Metro Coffee,INV-541555,San Francisco,San Francisco,Mgr_Amy,170.12
E5MY1GFM4,Sophie,Sales,2024-07-15,48.3,USD,Meal,Metro Coffee,INV-792301,Chicago,Chicago,Mgr_Amy,48.3
EEQTGBCAP,Ivan,Sales,2024-07-15,242.31,USD,Hotel,Sky Airlines,INV-662233,San Francisco,San Francisco,Mgr_Ben,242.31
EEB4RCD5Z,Hazel,Sales,2024-07-16,621.01,USD,Air,Sky Airlines,INV-115849,Houston,Houston,Mgr_Duke,621.01
EY3JU6L39,Bob,Sales,2024-07-16,258.35,USD,Client Gift,City Taxi,INV-431462,San Francisco,San Francisco,Mgr_Amy,258.35
E7V4OH5UI,Vince,Sales,2024-07-16,15.08,USD,Transport,Green Hotel,INV-300790,New York,Seattle,Mgr_Erin,15.08
EWV041ALD,Sophie,Finance,2024-07-16,77.43,USD,Office,Tech Supplies,INV-315011,Seattle,Seattle,Mgr_Carl,77.43
EL3G6A0QA,Aaron,R&D,2024-07-16,44.17,USD,Meal,City Taxi,INV-223237,San Francisco,San Francisco,Mgr_Ben,44.17
EL489BM8W,Miles,Finance,2024-07-16,38.66,USD,Meal,Metro Coffee,INV-753639,Chicago,Chicago,Mgr_Duke,38.66
E9MKTH1RT,Quinn,R&D,2024-07-16,21.45,USD,Meal,Sky Airlines,INV-472441,Houston,Houston,Mgr_Ben,71.45
E68QGQLOH,Yvonne,Marketing,2024-07-16,43.12,USD,Transport,Tech Supplies,INV-149522,Dallas,Dallas,Mgr_Duke,43.12
ELSYM2NSE,Victor,Sales,2024-07-16,625.36,USD,Air,Metro Coffee,INV-547173,Seattle,Seattle,Mgr_Erin,625.36
EQZ56D6EJ,Faith,Sales,2024-07-16,520.91,USD,Air,Metro Coffee,INV-212567,Houston,New York,Mgr_Amy,520.91
EOKSTZQBE,Edgar,Finance,2024-07-16,29.13,USD,Meal,Happy Noodles,INV-322184,Atlanta,Atlanta,Mgr_Erin,29.13
E40WGO1L6,Gavin,Marketing,2024-07-17,12.98,USD,Transport,Sky Airlines,INV-615117,New York,New York,Mgr_Amy,12.98
E0V20QYZ9,Nina,Sales,2024-07-17,163.04,USD,Office,Green Hotel,INV-956536,Seattle,Seattle,Mgr_Carl,163.04
EHVH1W4GI,Riley,Sales,2024-07-17,27.18,USD,Meal,Metro Coffee,INV-404788,Chicago,Chicago,Mgr_Duke,27.18
EKTUHO0T3,Lena,HR,2024-07-17,46.26,USD,Meal,Sky Airlines,INV-DUP-54705,Miami,Seattle,Mgr_Amy,46.26
EF4SJRYEM,Edgar,Marketing,2024-07-17,239.31,USD,Client Gift,Tech Supplies,INV-268988,Los Angeles,Los Angeles,Mgr_Amy,239.31
EZJ9BRB9U,Irene,Finance,2024-07-17,76.12,USD,Office,Happy Noodles,INV-108196,Atlanta,Atlanta,Mgr_Amy,76.12
EUKN0URJX,Ethan,R&D,2024-07-17,33.51,USD,Transport,Sky Airlines,INV-553742,Chicago,Chicago,Mgr_Ben,33.51
EHJV3EVEB,Wendy,Finance,2024-07-18,58.15,USD,Meal,Happy Noodles,INV-247347,Dallas,Miami,Mgr_Ben,58.15
E5PXSSWPQ,Wendy,HR,2024-07-18,39.6,USD,Transport,Metro Coffee,INV-561531,Seattle,Seattle,Mgr_Amy,39.6
EF9GZ81U7,Wendy,R&D,2024-07-18,107.71,USD,Office,Tech Supplies,INV-364247,San Francisco,Los Angeles,Mgr_Erin,107.71
EB6PTCIEH,Uma,Marketing,2024-07-18,43.84,USD,Transport,Tech Supplies,INV-798821,Miami,Miami,Mgr_Carl,43.84
EEG8HOBG3,Zoe,R&D,2024-07-18,411.01,USD,Air,Tech Supplies,INV-DUP-60753,Chicago,Chicago,Mgr_Erin,511.01
EL102GPAN,Kevin,Marketing,2024-07-18,155.31,USD,Office,Happy Noodles,INV-151019,Atlanta,Atlanta,Mgr_Duke,155.31
EHN6HTZOJ,Charlie,Sales,2024-07-18,72.36,USD,Meal,Sky Airlines,INV-704406,Dallas,Dallas,Mgr_Erin,72.36
EAS58VQWG,Charlie,Sales,2024-07-18,206.54,USD,Hotel,Green Hotel,INV-639202,Miami,Miami,Mgr_Erin,206.54
EA0ZNGW21,Alice,R&D,2024-07-18,389.37,USD,Office,Tech Supplies,INV-709678,Chicago,Chicago,Mgr_Carl,389.37
EFPEMC987,Vince,Marketing,2024-07-18,27.97,USD,Meal,City Taxi,INV-760307,Chicago,Chicago,Mgr_Ben,27.97
EN31MYGEJ,Uma,R&D,2024-07-18,130.86,USD,Client Gift,Metro Coffee,INV-662284,Los Angeles,Dallas,Mgr_Ben,130.86
ET9OYLSJ4,Carter,R&D,2024-07-19,127.81,USD,Office,City Taxi,INV-479546,San Francisco,San Francisco,Mgr_Erin,127.81
EZ4FAKWXL,Grace,R&D,2024-07-19,224.48,USD,Office,Green Hotel,INV-884853,Los Angeles,Los Angeles,Mgr_Carl,224.48
EZ2DB28BW,Jade,Finance,2024-07-19,55.9,USD,Transport,Sky Airlines,INV-912546,Los Angeles,Chicago,Mgr_Ben,55.9
EFP0OF2VY,Faith,Sales,2024-07-19,55.59,USD,Meal,Tech Supplies,INV-909087,Miami,Miami,Mgr_Erin,55.59
E69WE1F1M,Irene,HR,2024-07-19,44.01,USD,Transport,Tech Supplies,INV-678968,San Francisco,San Francisco,Mgr_Duke,44.01
E1AQUG84U,Gavin,R&D,2024-07-19,252.28,USD,Hotel,Green Hotel,INV-660389,Atlanta,Atlanta,Mgr_Duke,252.28
EZ50ORPS8,Tina,Sales,2024-07-19,338.98,USD,Office,Sky Airlines,INV-129964,New York,New York,Mgr_Ben,338.98
EL6YPDHAQ,Zoe,Marketing,2024-07-19,121.04,USD,Client Gift,Tech Supplies,INV-896353,Dallas,Dallas,Mgr_Amy,121.04
EEZ5THIFG,Diana,Sales,2024-07-19,47.04,USD,Meal,City Taxi,INV-384017,San Francisco,San Francisco,Mgr_Carl,47.04
E0K0LLN2M,Jack,Marketing,2024-07-19,80.82,USD,Client Gift,City Taxi,INV-458444,Miami,Miami,Mgr_Carl,80.82
EY51V80H5,Faith,Sales,2024-07-19,55.89,USD,Transport,Metro Coffee,INV-610803,Boston,Boston,Mgr_Carl,55.89
EBFKHD1S4,Rose,Sales,2024-07-19,83.24,USD,Meal,Happy Noodles,INV-500438,Chicago,Chicago,Mgr_Duke,83.24
E4GYZERE6,Irene,Sales,2024-07-19,75.85,USD,Meal,Metro Coffee,INV-705365,Dallas,Dallas,Mgr_Duke,75.85
EHHC2YI0D,Zoe,R&D,2024-07-20,68.48,USD,Meal,Tech Supplies,INV-213036,San Francisco,San Francisco,Mgr_Amy,68.48
E7JTZR3IM,Edgar,Marketing,2024-07-20,362.46,USD,Air,Happy Noodles,INV-780690,Seattle,Seattle,Mgr_Amy,362.46
EYAEXQYX6,Faith,R&D,2024-07-20,405.97,USD,Air,Tech Supplies,INV-423116,Houston,Houston,Mgr_Duke,405.97
EBTBJVB88,Kevin,HR,2024-07-20,169.18,USD,Hotel,Happy Noodles,INV-350063,Atlanta,Atlanta,Mgr_Amy,169.18
EEOPQHTZ9,Grace,R&D,2024-07-20,99.39,USD,Office,Tech Supplies,INV-735871,Miami,Miami,Mgr_Amy,99.39
EFEKMGZ7P,Kevin,R&D,2024-07-20,308.55,USD,Hotel,Tech Supplies,INV-656499,Atlanta,Atlanta,Mgr_Carl,308.55
EEL60CMWS,Uma,R&D,2024-07-20,81.04,USD,Office,City Taxi,INV-104601,Houston,Houston,Mgr_Carl,81.04
ET2KBYOG8,Nina,Sales,2024-07-20,40.47,USD,Meal,Metro Coffee,INV-993888,Houston,Houston,Mgr_Ben,40.47
EK0W5BH1Q,Faith,Sales,2024-07-20,231.16,USD,Hotel,Metro Coffee,INV-167247,Chicago,Chicago,Mgr_Amy,231.16
ERPK80ZE0,Mason,Marketing,2024-07-20,59.11,USD,Meal,Happy Noodles,INV-933677,Seattle,Seattle,Mgr_Erin,59.11
EI70W1C12,Charlie,Marketing,2024-07-21,61.49,USD,Meal,Tech Supplies,INV-500893,Boston,Boston,Mgr_Carl,61.49
E5V04Z0PU,Wendy,Sales,2024-07-21,482.61,USD,Air,City Taxi,INV-966036,Dallas,Dallas,Mgr_Carl,482.61
EPEFC90M2,Zack,Marketing,2024-07-21,148.79,USD,Hotel,City Taxi,INV-441902,Miami,Miami,Mgr_Carl,148.79
EQUUKGNTT,Laura,Sales,2024-07-21,33.07,USD,Transport,Tech Supplies,INV-662545,Atlanta,Atlanta,Mgr_Ben,33.07
E6LIDQ5J4,Faith,Finance,2024-07-21,510.12,USD,Air,City Taxi,INV-637958,San Francisco,San Francisco,Mgr_Erin,510.12
EEZI8MHLT,Ursula,Marketing,2024-07-21,177.02,USD,Client Gift,Sky Airlines,INV-130053,Dallas,Dallas,Mgr_Duke,177.02
EPQEL5BGL,Ivan,Sales,2024-07-21,282.9,USD,Hotel,Metro Coffee,INV-606773,Miami,Miami,Mgr_Carl,282.9
E6XD7T4KV,Fiona,Sales,2024-07-21,588.04,USD,Air,Green Hotel,INV-573205,Atlanta,Atlanta,Mgr_Erin,588.04
EIVF62OZ0,Kirk,Finance,2024-07-21,211.17,USD,Hotel,Green Hotel,INV-372225,Los Angeles,Los Angeles,Mgr_Ben,211.17
E0KKPNZWD,Alice,R&D,2024-07-21,207.51,USD,Office,Metro Coffee,INV-389600,Los Angeles,Los Angeles,Mgr_Carl,207.51
EEV3TCNIU,Will,Marketing,2024-07-22,58.1,USD,Office,Green Hotel,INV-629027,Houston,Houston,Mgr_Ben,58.1
EL2RFYF7D,Xavier,Marketing,2024-07-22,58.55,USD,Transport,Sky Airlines,INV-729890,Los Angeles,Los Angeles,Mgr_Carl,58.55
EZVM36DCE,Irene,R&D,2024-07-22,62.75,USD,Meal,Green Hotel,INV-693863,Houston,Houston,Mgr_Carl,62.75
EIG032CFM,Ivan,Sales,2024-07-22,75.76,USD,Meal,Sky Airlines,INV-535395,Dallas,Dallas,Mgr_Erin,75.76
E8D4XW8V3,Charlie,R&D,2024-07-22,372.1,USD,Office,Tech Supplies,INV-487942,Dallas,Dallas,Mgr_Carl,372.1
EX4S5KT63,Henry,R&D,2024-07-22,70.21,USD,Meal,Green Hotel,INV-903112,Boston,Boston,Mgr_Duke,70.21
EBMHFSLBK,Carter,R&D,2024-07-22,26.85,USD,Meal,Sky Airlines,INV-119903,Dallas,Dallas,Mgr_Erin,26.85
E125O76E2,Lena,R&D,2024-07-22,27.49,USD,Transport,Happy Noodles,INV-350208,Los Angeles,Los Angeles,Mgr_Erin,27.49
EHND43B4I,Victor,Sales,2024-07-22,264.13,USD,Air,Sky Airlines,INV-187453,New York,New York,Mgr_Carl,264.13
EEC5R4V72,Nina,Marketing,2024-07-22,25.36,USD,Meal,Green Hotel,INV-479853,Los Angeles,Los Angeles,Mgr_Ben,25.36
E4JZGECHP,Peter,HR,2024-07-23,271.61,USD,Hotel,City Taxi,INV-488269,New York,New York,Mgr_Erin,271.61
E8YM785TO,Delia,R&D,2024-07-23,42.4,USD,Transport,Green Hotel,INV-142754,Chicago,Chicago,Mgr_Ben,42.4
ET1CH660U,Quinn,Sales,2024-07-23,262.51,USD,Hotel,Green Hotel,INV-966960,Los Angeles,Los Angeles,Mgr_Ben,262.51
E94IWQBEY,Nora,R&D,2024-07-23,243.13,USD,Hotel,Metro Coffee,INV-280936,Miami,Chicago,Mgr_Duke,193.13
E8TWN36R1,Xavier,HR,2024-07-23,44.74,USD,Transport,Metro Coffee,INV-376601,Los Angeles,Los Angeles,Mgr_Amy,44.74
EWUJ619IV,Owen,R&D,2024-07-23,207.23,USD,Air,Tech Supplies,INV-784471,Los Angeles,Los Angeles,Mgr_Carl,207.23
ELLXYPLFI,Will,Sales,2024-07-23,74.74,USD,Meal,Metro Coffee,INV-912518,Miami,Miami,Mgr_Erin,74.74
EU3APRI7I,Bob,R&D,2024-07-23,86.89,USD,Office,Green Hotel,INV-686148,Chicago,Chicago,Mgr_Ben,86.89
EUFU6JZ6C,Diana,Marketing,2024-07-23,72.63,USD,Meal,Sky Airlines,INV-811518,Los Angeles,Los Angeles,Mgr_Ben,72.63
ECSGV5PSN,Paula,HR,2024-07-23,14.3,USD,Transport,Green Hotel,INV-769325,Los Angeles,Los Angeles,Mgr_Amy,14.3
EAKZ17IGD,Riley,R&D,2024-07-23,48.3,USD,Meal,Happy Noodles,INV-512165,Dallas,Dallas,Mgr_Ben,48.3
EAFLR6HK4,Ivan,Sales,2024-07-23,63.69,USD,Meal,Metro Coffee,INV-564692,Chicago,Chicago,Mgr_Carl,63.69
EE1D6SH0R,Sam,Sales,2024-07-23,351.27,USD,Air,Tech Supplies,INV-265476,San Francisco,San Francisco,Mgr_Erin,351.27
EPOF6HT1B,Grace,Sales,2024-07-24,38.5,USD,Transport,Green Hotel,INV-684767,San Francisco,San Francisco,Mgr_Erin,38.5
EMQ0PPKQJ,Charlie,Sales,2024-07-24,546.45,USD,Air,City Taxi,INV-357491,Atlanta,Atlanta,Mgr_Erin,546.45
EWM6O6ZP3,Sophie,Sales,2024-07-24,78.02,USD,Meal,Sky Airlines,INV-173944,Atlanta,Atlanta,Mgr_Erin,78.02
EXU91PWUH,Ethan,Finance,2024-07-24,113.33,USD,Client Gift,Sky Airlines,INV-432669,Houston,Houston,Mgr_Carl,113.33
EZR4TKLIU,Irene,R&D,2024-07-24,491.4,USD,Air,Sky Airlines,INV-789885,San Francisco,San Francisco,Mgr_Ben,491.4
EM8WLL6I6,Diana,Sales,2024-07-24,25.64,USD,Meal,Tech Supplies,INV-776029,Boston,Boston,Mgr_Duke,25.64
ENXBILVC6,Jade,HR,2024-07-24,204.23,USD,Office,Tech Supplies,INV-383395,Atlanta,Atlanta,Mgr_Duke,204.23
E50J0AUYU,Ursula,Sales,2024-07-24,89.75,USD,Client Gift,Happy Noodles,INV-426011,Atlanta,Atlanta,Mgr_Duke,89.75
EX8MKL3S2,Hazel,Sales,2024-07-25,324.42,USD,Hotel,Tech Supplies,INV-586869,Chicago,Chicago,Mgr_Erin,324.42
EAYFJOYH0,Jack,R&D,2024-07-25,184.39,USD,Office,Green Hotel,INV-366486,Los Angeles,Los Angeles,Mgr_Erin,184.39
EKNX4F4I5,Kirk,Sales,2024-07-25,70.7,USD,Meal,Green Hotel,INV-691527,Boston,Boston,Mgr_Ben,70.7
EIDS76AKE,Jack,Sales,2024-07-25,21.8,USD,Transport,Green Hotel,INV-507934,Houston,Houston,Mgr_Amy,21.8
E5JKCU8A5,Uma,Sales,2024-07-25,63.68,USD,Meal,Metro Coffee,INV-659534,Atlanta,Atlanta,Mgr_Erin,63.68
EDYMOM4WJ,Zack,R&D,2024-07-25,62.6,USD,Meal,Metro Coffee,INV-909019,Chicago,Chicago,Mgr_Ben,62.6
EZ1MQA8SY,Faith,Sales,2024-07-25,298.8,USD,Hotel,Green Hotel,INV-208589,Miami,Miami,Mgr_Carl,298.8
ECM9C8UG4,Zoe,Sales,2024-07-25,456.01,USD,Air,Happy Noodles,INV-637284,Los Angeles,Los Angeles,Mgr_Amy,456.01
EIDXPOAVZ,Uma,Sales,2024-07-25,47.16,USD,Transport,Tech Supplies,INV-791963,Boston,Boston,Mgr_Erin,47.16
E6AHWZICT,Queen,Sales,2024-07-25,311.82,USD,Hotel,Metro Coffee,INV-922119,Dallas,Dallas,Mgr_Carl,311.82
EQJYKWSP2,Owen,Marketing,2024-07-26,18.23,USD,Meal,Tech Supplies,INV-876246,New York,New York,Mgr_Erin,18.23
ES1T7CX1G,Vince,Marketing,2024-07-26,375.84,USD,Air,Green Hotel,INV-616278,Seattle,Seattle,Mgr_Ben,375.84
EZ9F7ASQW,Vince,Marketing,2024-07-26,123.9,USD,Client Gift,Happy Noodles,INV-182145,Houston,Los Angeles,Mgr_Amy,123.9
ERLLE4KWK,Ursula,Marketing,2024-07-26,303.97,USD,Hotel,Green Hotel,INV-965106,Boston,Boston,Mgr_Erin,103.97
E709Z0XU7,Quinn,R&D,2024-07-26,34.16,USD,Meal,City Taxi,INV-719622,Dallas,Dallas,Mgr_Ben,34.16
E8WT1Q55G,Ethan,Sales,2024-07-26,138.91,USD,Client Gift,Green Hotel,INV-962758,Boston,New York,Mgr_Amy,138.91
EY9J28HNG,Yvonne,Marketing,2024-07-26,232.92,USD,Client Gift,Metro Coffee,INV-758601,San Francisco,San Francisco,Mgr_Ben,232.92
EP6WCB1CJ,Bob,Sales,2024-07-26,69.61,USD,Meal,Green Hotel,INV-503886,Boston,Boston,Mgr_Duke,69.61
EJ72BVKWI,Jack,Marketing,2024-07-26,15.74,USD,Transport,City Taxi,INV-953872,Atlanta,Atlanta,Mgr_Ben,15.74
E7BB18CSW,Tina,R&D,2024-07-27,340.87,USD,Office,Happy Noodles,INV-291254,New York,New York,Mgr_Erin,340.87
EAQ8SA10P,Wendy,R&D,2024-07-27,239.41,USD,Office,Happy Noodles,INV-371447,Seattle,Boston,Mgr_Ben,239.41
ES0589M9Z,Ursula,R&D,2024-07-27,90.93,USD,Office,Metro Coffee,INV-206183,Chicago,Chicago,Mgr_Ben,90.93
E8QWY1WE4,Edgar,HR,2024-07-27,18.32,USD,Transport,Green Hotel,INV-869017,San Francisco,Boston,Mgr_Ben,18.32
E3UUAZU9F,Jack,HR,2024-07-27,71.1,USD,Meal,Sky Airlines,INV-808782,Atlanta,Atlanta,Mgr_Erin,71.1
EAAQ8D2CC,Henry,Sales,2024-07-27,22.02,USD,Transport,Green Hotel,INV-921276,New York,New York,Mgr_Duke,22.02
EE8493V61,Ethan,Sales,2024-07-27,284.19,USD,Hotel,Green Hotel,INV-164818,Atlanta,Atlanta,Mgr_Carl,284.19
E73FA2V3O,Rose,Marketing,2024-07-27,702.64,USD,Air,Metro Coffee,INV-648520,Boston,Boston,Mgr_Amy,702.64
ER4QR151Y,Wendy,HR,2024-07-27,306.79,USD,Office,Tech Supplies,INV-721551,Chicago,Chicago,Mgr_Ben,306.79
EXK9SPWQO,Mason,Sales,2024-07-27,306.08,USD,Hotel,Sky Airlines,INV-354735,Boston,Boston,Mgr_Ben,306.08
ERMLM98UU,Ursula,R&D,2024-07-27,323.1,USD,Air,Sky Airlines,INV-935501,Los Angeles,Los Angeles,Mgr_Ben,323.1
E5KYIGJXQ,Quinn,Sales,2024-07-27,206.87,USD,Air,Green Hotel,INV-814285,Dallas,Dallas,Mgr_Duke,206.87
EZPZS352E,Carter,Marketing,2024-07-28,423.2,USD,Air,Happy Noodles,INV-260842,Miami,Miami,Mgr_Ben,423.2
EO87TYW9W,Jade,Marketing,2024-07-28,418.83,USD,Air,Happy Noodles,INV-233027,Seattle,Seattle,Mgr_Amy,418.83
EGNSNXR11,Vince,Sales,2024-07-28,185.38,USD,Air,Happy Noodles,INV-145550,San Francisco,Miami,Mgr_Erin,185.38
ENN0A82TR,Riley,Finance,2024-07-28,14.07,USD,Transport,City Taxi,INV-820479,Dallas,Dallas,Mgr_Amy,14.07
ESRVZG7PI,Will,Sales,2024-07-28,15.43,USD,Meal,Tech Supplies,INV-140699,Seattle,Seattle,Mgr_Erin,0.0
EP2MZGUIR,Bob,R&D,2024-07-28,328.96,USD,Office,City Taxi,INV-375063,Boston,Boston,Mgr_Erin,328.96
E18RAUM1A,Jack,HR,2024-07-28,50.44,USD,Transport,Tech Supplies,INV-886102,Seattle,Seattle,Mgr_Amy,50.44
EWQ3CPM50,Grace,Sales,2024-07-28,260.05,USD,Air,City Taxi,INV-712288,Seattle,Seattle,Mgr_Duke,260.05
ESL5F8XZD,Yvonne,R&D,2024-07-28,66.75,USD,Client Gift,Tech Supplies,INV-150282,Miami,Miami,Mgr_Amy,66.75
E4NGQ8VM0,Edgar,R&D,2024-07-29,99.81,USD,Office,Metro Coffee,INV-608084,Chicago,Chicago,Mgr_Ben,99.81
E4YMLLMRI,Wendy,HR,2024-07-29,351.21,USD,Hotel,Green Hotel,INV-797772,Houston,Houston,Mgr_Amy,351.21
E9FWKY9IC,Alice,Sales,2024-07-29,175.35,USD,Hotel,Sky Airlines,INV-659582,San Francisco,San Francisco,Mgr_Amy,175.35
EEPY861LL,Edgar,Sales,2024-07-29,49.57,USD,Meal,Green Hotel,INV-287321,Atlanta,Atlanta,Mgr_Erin,49.57
EYHV1M2W9,Will,Finance,2024-07-29,76.98,USD,Office,Green Hotel,INV-462311,New York,New York,Mgr_Erin,76.98
E2TNAFYA3,Rose,Sales,2024-07-29,250.23,USD,Hotel,Green Hotel,INV-521428,Houston,Houston,Mgr_Erin,250.23
E7LRXZAI8,Yvonne,R&D,2024-07-30,35.95,USD,Transport,Tech Supplies,INV-359094,Houston,Houston,Mgr_Duke,35.95
EBI6D4BE2,Irene,R&D,2024-07-30,38.46,USD,Transport,Tech Supplies,INV-871480,Boston,Boston,Mgr_Ben,38.46
EH38QDOY0,Wendy,Sales,2024-07-30,30.74,USD,Meal,Green Hotel,INV-182842,Chicago,Chicago,Mgr_Erin,30.74
E3H3ZCYZZ,Yvonne,HR,2024-07-30,15.05,USD,Meal,Green Hotel,INV-632482,San Francisco,San Francisco,Mgr_Carl,15.05
EABH6L107,Edgar,Sales,2024-07-30,73.31,USD,Meal,Happy Noodles,INV-DUP-43221,Boston,Boston,Mgr_Erin,73.31
ECMN6AVF5,Kirk,R&D,2024-07-30,89.1,USD,Office,Metro Coffee,INV-283098,San Francisco,San Francisco,Mgr_Ben,89.1
EAQYPFUJ9,Zack,R&D,2024-07-30,257.31,USD,Hotel,Happy Noodles,INV-847747,San Francisco,San Francisco,Mgr_Erin,257.31
ELGWK7442,Hazel,HR,2024-07-31,48.82,USD,Transport,Metro Coffee,INV-822853,Chicago,Chicago,Mgr_Ben,48.82
EC87BQACX,Mason,R&D,2024-07-31,265.28,USD,Hotel,City Taxi,INV-148307,Chicago,Chicago,Mgr_Ben,265.28
EB7V40NGU,Will,Sales,2024-07-31,44.18,USD,Meal,City Taxi,INV-818914,New York,New York,Mgr_Amy,44.18
E0DP5Z5NL,Ursula,Sales,2024-07-31,248.72,USD,Hotel,Green Hotel,INV-DUP-52950,Atlanta,Atlanta,Mgr_Erin,248.72
E9VH6QGK5,Peter,Finance,2024-07-31,187.09,USD,Office,City Taxi,INV-642481,San Francisco,San Francisco,Mgr_Carl,187.09
EQILRZV0T,Mason,Sales,2024-07-31,190.82,USD,Hotel,Green Hotel,INV-415083,San Francisco,San Francisco,Mgr_Erin,190.82
EMTXE750Y,Wendy,Marketing,2024-07-31,687.99,USD,Air,Tech Supplies,INV-847501,Houston,Houston,Mgr_Erin,687.99
EFIP0DV7U,Faith,Finance,2024-07-31,175.39,USD,Office,Metro Coffee,INV-133055,Dallas,Dallas,Mgr_Amy,175.39
EWPU5Q3HE,Hazel,Finance,2024-07-31,312.2,USD,Hotel,Sky Airlines,INV-998989,Seattle,Seattle,Mgr_Erin,312.2
E9FO2QHEK,Ivan,Finance,2024-07-31,28.39,USD,Transport,Happy Noodles,INV-351370,Dallas,Dallas,Mgr_Ben,28.39
E90CEUESF,Fiona,Marketing,2024-07-31,198.0,USD,Office,Tech Supplies,INV-673381,San Francisco,San Francisco,Mgr_Erin,198.0
EHZGP6M0M,Zoe,Marketing,2024-08-01,60.8,USD,Meal,City Taxi,INV-375427,Los Angeles,Los Angeles,Mgr_Ben,60.8
EM1Q9N6VX,Diana,Marketing,2024-08-01,19.67,USD,Meal,Sky Airlines,INV-308623,New York,Dallas,Mgr_Amy,19.67
EH6KRH4Y7,Ivan,Finance,2024-08-01,22.44,USD,Meal,Sky Airlines,INV-679884,Boston,Boston,Mgr_Duke,22.44
ERQH6LMVN,Laura,R&D,2024-08-01,41.44,USD,Office,Metro Coffee,INV-828765,Chicago,Chicago,Mgr_Erin,41.44
EA1U9C8Y6,Jade,Finance,2024-08-01,331.76,USD,Hotel,Tech Supplies,INV-739175,Chicago,Chicago,Mgr_Duke,331.76
EUCGH9VQQ,Will,R&D,2024-08-01,52.7,USD,Meal,Metro Coffee,INV-862147,San Francisco,San Francisco,Mgr_Erin,52.7
ETJG0GO22,Grace,Sales,2024-08-01,322.05,USD,Hotel,Metro Coffee,INV-985380,Los Angeles,Los Angeles,Mgr_Amy,322.05
E9QILHNTT,Zack,Marketing,2024-08-01,68.18,USD,Meal,Metro Coffee,INV-201985,Atlanta,Atlanta,Mgr_Duke,68.18
E0PJNUC4T,Tina,R&D,2024-08-01,260.15,USD,Office,City Taxi,INV-962959,Houston,Houston,Mgr_Ben,260.15
E1CYK6QGR,Faith,Sales,2024-08-01,376.84,USD,Air,Tech Supplies,INV-302209,Atlanta,Atlanta,Mgr_Carl,376.84
EXRPUID4J,Nora,Sales,2024-08-02,48.21,USD,Meal,Happy Noodles,INV-990969,Seattle,Seattle,Mgr_Ben,48.21
